 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-22 19:00, , ,   304.73873,  -19.60921,  149.9961,  34.42496,   63.6,  27.8427,
 2018-Jan-22 20:00, , ,   304.78292,  -19.59972,  149.6483,  34.35402,   64.2,  28.3554,
 2018-Jan-22 21:00, , ,   304.82700,  -19.59025,  149.2276,  34.31606,   64.9,  28.8765,
 2018-Jan-22 22:00,A, ,   304.87095,  -19.58078,  148.7621,  34.31622,   65.5,  29.3980,
 2018-Jan-22 23:00,N, ,   304.91475,  -19.57130,  148.2826,  34.35700,   66.2,  29.9116,
 2018-Jan-23 00:00,*, ,   304.95841,  -19.56180,  147.8211,  34.43815,   66.8,  30.4098,
 2018-Jan-23 01:00,*, ,   305.00193,  -19.55228,  147.4084,  34.55666,   67.4,  30.8856,
 2018-Jan-23 02:00,*, ,   305.04535,  -19.54272,  147.0718,  34.70699,   67.9,  31.3337,
 2018-Jan-23 03:00,*,m,   305.08867,  -19.53312,  146.8335,  34.88143,   68.5,  31.7503,
 2018-Jan-23 04:00,*,m,   305.13195,  -19.52346,  146.7091,  35.07061,   68.9,  32.1338,
 2018-Jan-23 05:00,*,m,   305.17519,  -19.51375,  146.7063,  35.26419,   69.4,  32.4848,
 2018-Jan-23 06:00,*,m,   305.21846,  -19.50399,  146.8246,  35.45153,   69.7,  32.8061,
 2018-Jan-23 07:00,*,m,   305.26177,  -19.49417,  147.0552,  35.62243,   70.1,  33.1030,
 2018-Jan-23 08:00,*,m,   305.30516,  -19.48432,  147.3816,  35.76779,   70.4,  33.3823,
 2018-Jan-23 09:00,*,m,   305.34866,  -19.47442,  147.7809,  35.88029,   70.8,  33.6525,
 2018-Jan-23 10:00,N,m,   305.39228,  -19.46451,  148.2252,  35.95485,   71.1,  33.9228,
 2018-Jan-23 11:00, ,m,   305.43603,  -19.45457,  148.6834,  35.98896,   71.4,  34.2025,
 2018-Jan-23 12:00, ,m,   305.47991,  -19.44463,  149.1236,  35.98289,   71.8,  34.5005,
 2018-Jan-23 13:00, ,m,   305.52391,  -19.43470,  149.5150,  35.93961,   72.2,  34.8244,
 2018-Jan-23 14:00, ,m,   305.56802,  -19.42479,  149.8304,  35.86465,   72.6,  35.1803,
 2018-Jan-23 15:00, ,m,   305.61220,  -19.41490,  150.0475,  35.76568,   73.1,  35.5720,
 2018-Jan-23 16:00, , ,   305.65642,  -19.40504,  150.1507,  35.65199,   73.6,  36.0013,
 2018-Jan-23 17:00, , ,   305.70066,  -19.39521,  150.1324,  35.53385,   74.2,  36.4676,
 2018-Jan-23 18:00, , ,   305.74486,  -19.38542,  149.9930,  35.42184,   74.7,  36.9681,
 2018-Jan-23 19:00, , ,   305.78901,  -19.37565,  149.7413,  35.32610,   75.4,  37.4982,
 2018-Jan-23 20:00, , ,   305.83307,  -19.36591,  149.3937,  35.25566,   76.0,  38.0514,
 2018-Jan-23 21:00, , ,   305.87701,  -19.35618,  148.9731,  35.21780,   76.7,  38.6202,
 2018-Jan-23 22:00,A, ,   305.92081,  -19.34646,  148.5075,  35.21759,   77.4,  39.1958,
 2018-Jan-23 23:00,N, ,   305.96448,  -19.33673,  148.0279,  35.25753,   78.0,  39.7695,
 2018-Jan-24 00:00,*, ,   306.00800,  -19.32699,  147.5661,  35.33738,   78.7,  40.3325,
 2018-Jan-24 01:00,*, ,   306.05139,  -19.31721,  147.1529,  35.45416,   79.3,  40.8765,
 2018-Jan-24 02:00,*, ,   306.09467,  -19.30740,  146.8158,  35.60241,   79.9,  41.3945,
 2018-Jan-24 03:00,*, ,   306.13785,  -19.29755,  146.5769,  35.77451,   80.5,  41.8808,
 2018-Jan-24 04:00,*,m,   306.18099,  -19.28764,  146.4518,  35.96121,   81.0,  42.3319,
 2018-Jan-24 05:00,*,m,   306.22410,  -19.27769,  146.4483,  36.15230,   81.5,  42.7465,
 2018-Jan-24 06:00,*,m,   306.26722,  -19.26768,  146.5659,  36.33725,   82.0,  43.1255,
 2018-Jan-24 07:00,*,m,   306.31040,  -19.25762,  146.7959,  36.50598,   82.4,  43.4725,
 2018-Jan-24 08:00,*,m,   306.35365,  -19.24751,  147.1217,  36.64951,   82.7,  43.7933,
 2018-Jan-24 09:00,*,m,   306.39701,  -19.23737,  147.5206,  36.76059,   83.1,  44.0958,
 2018-Jan-24 10:00,N,m,   306.44049,  -19.22721,  147.9645,  36.83419,   83.4,  44.3889,
 2018-Jan-24 11:00, ,m,   306.48410,  -19.21703,  148.4225,  36.86783,   83.7,  44.6828,
 2018-Jan-24 12:00, ,m,   306.52784,  -19.20685,  148.8626,  36.86175,   84.1,  44.9873,
 2018-Jan-24 13:00, ,m,   306.57170,  -19.19667,  149.2541,  36.81890,   84.5,  45.3118,
 2018-Jan-24 14:00, ,m,   306.61566,  -19.18651,  149.5696,  36.74473,   84.9,  45.6642,
 2018-Jan-24 15:00, ,m,   306.65970,  -19.17638,  149.7869,  36.64680,   85.3,  46.0506,
 2018-Jan-24 16:00, ,m,   306.70378,  -19.16627,  149.8905,  36.53429,   85.8,  46.4747,
 2018-Jan-24 17:00, , ,   306.74788,  -19.15620,  149.8725,  36.41736,   86.3,  46.9381,
 2018-Jan-24 18:00, , ,   306.79195,  -19.14616,  149.7334,  36.30645,   86.9,  47.4396,
 2018-Jan-24 19:00, , ,   306.83595,  -19.13615,  149.4820,  36.21158,   87.5,  47.9760,
 2018-Jan-24 20:00, , ,   306.87987,  -19.12616,  149.1346,  36.14168,   88.2,  48.5418,
 2018-Jan-24 21:00, , ,   306.92367,  -19.11618,  148.7141,  36.10395,   88.9,  49.1300,
 2018-Jan-24 22:00,A, ,   306.96734,  -19.10621,  148.2485,  36.10340,   89.5,  49.7323,
 2018-Jan-24 23:00,C, ,   307.01086,  -19.09624,  147.7687,  36.14250,   90.2,  50.3396,
 2018-Jan-25 00:00,*, ,   307.05424,  -19.08625,  147.3067,  36.22103,   90.9,  50.9425,
 2018-Jan-25 01:00,*, ,   307.09749,  -19.07623,  146.8931,  36.33606,   91.6,  51.5319,
 2018-Jan-25 02:00,*, ,   307.14063,  -19.06617,  146.5555,  36.48220,   92.3,  52.0995,
 2018-Jan-25 03:00,*, ,   307.18368,  -19.05607,  146.3161,  36.65191,   92.9,  52.6381,
 2018-Jan-25 04:00,*,m,   307.22667,  -19.04592,  146.1904,  36.83608,   93.5,  53.1424,
 2018-Jan-25 05:00,*,m,   307.26964,  -19.03572,  146.1863,  37.02462,   94.0,  53.6088,
 2018-Jan-25 06:00,*,m,   307.31262,  -19.02547,  146.3032,  37.20713,   94.5,  54.0366,
 2018-Jan-25 07:00,*,m,   307.35566,  -19.01516,  146.5326,  37.37364,   94.9,  54.4271,
 2018-Jan-25 08:00,*,m,   307.39877,  -19.00482,  146.8579,  37.51529,   95.3,  54.7844,
 2018-Jan-25 09:00,*,m,   307.44199,  -18.99444,  147.2563,  37.62490,   95.7,  55.1148,
 2018-Jan-25 10:00,N,m,   307.48532,  -18.98403,  147.6999,  37.69751,   96.1,  55.4265,
 2018-Jan-25 11:00, ,m,   307.52879,  -18.97362,  148.1577,  37.73065,   96.4,  55.7292,
 2018-Jan-25 12:00, ,m,   307.57239,  -18.96319,  148.5978,  37.72456,   96.8,  56.0330,
 2018-Jan-25 13:00, ,m,   307.61611,  -18.95278,  148.9894,  37.68215,   97.2,  56.3483,
 2018-Jan-25 14:00, ,m,   307.65993,  -18.94238,  149.3051,  37.60878,   97.5,  56.6842,
 2018-Jan-25 15:00, ,m,   307.70383,  -18.93200,  149.5226,  37.51192,   98.0,  57.0489,
 2018-Jan-25 16:00, ,m,   307.74777,  -18.92165,  149.6265,  37.40064,   98.4,  57.4480,
 2018-Jan-25 17:00, ,m,   307.79172,  -18.91134,  149.6088,  37.28496,   98.9,  57.8851,
 2018-Jan-25 18:00, , ,   307.83565,  -18.90105,  149.4700,  37.17519,   99.5,  58.3612,
 2018-Jan-25 19:00, , ,   307.87951,  -18.89080,  149.2189,  37.08124,  100.1,  58.8747,
 2018-Jan-25 20:00, , ,   307.92329,  -18.88057,  148.8717,  37.01191,  100.7,  59.4220,
 2018-Jan-25 21:00, , ,   307.96695,  -18.87035,  148.4514,  36.97433,  101.4,  59.9970,
 2018-Jan-25 22:00,A, ,   308.01047,  -18.86014,  147.9858,  36.97346,  102.1,  60.5924,
 2018-Jan-25 23:00,C, ,   308.05385,  -18.84992,  147.5060,  37.01173,  102.8,  61.1995,
 2018-Jan-26 00:00,*, ,   308.09709,  -18.83968,  147.0437,  37.08894,  103.5,  61.8091,
 2018-Jan-26 01:00,*, ,   308.14020,  -18.82942,  146.6299,  37.20220,  104.2,  62.4118,
 2018-Jan-26 02:00,*, ,   308.18320,  -18.81913,  146.2918,  37.34619,  104.9,  62.9986,
 2018-Jan-26 03:00,*, ,   308.22611,  -18.80878,  146.0519,  37.51348,  105.6,  63.5615,
 2018-Jan-26 04:00,*, ,   308.26896,  -18.79840,  145.9256,  37.69507,  106.2,  64.0935,
 2018-Jan-26 05:00,*,m,   308.31179,  -18.78795,  145.9209,  37.88100,  106.8,  64.5899,
 2018-Jan-26 06:00,*,m,   308.35463,  -18.77746,  146.0373,  38.06101,  107.4,  65.0476,
 2018-Jan-26 07:00,*,m,   308.39752,  -18.76692,  146.2662,  38.22525,  107.9,  65.4661,
 2018-Jan-26 08:00,*,m,   308.44049,  -18.75634,  146.5910,  38.36497,  108.3,  65.8474,
 2018-Jan-26 09:00,*,m,   308.48357,  -18.74572,  146.9891,  38.47308,  108.8,  66.1959,
 2018-Jan-26 10:00,N,m,   308.52676,  -18.73508,  147.4324,  38.54467,  109.2,  66.5179,
 2018-Jan-26 11:00, ,m,   308.57009,  -18.72443,  147.8901,  38.57730,  109.5,  66.8219,
 2018-Jan-26 12:00, ,m,   308.61354,  -18.71377,  148.3301,  38.57120,  109.9,  67.1175,
 2018-Jan-26 13:00, ,m,   308.65712,  -18.70312,  148.7218,  38.52923,  110.3,  67.4145,
 2018-Jan-26 14:00, ,m,   308.70080,  -18.69248,  149.0377,  38.45668,  110.6,  67.7230,
 2018-Jan-26 15:00, ,m,   308.74455,  -18.68187,  149.2555,  38.36093,  111.0,  68.0519,
 2018-Jan-26 16:00, ,m,   308.78835,  -18.67128,  149.3597,  38.25091,  111.5,  68.4084,
 2018-Jan-26 17:00, ,m,   308.83216,  -18.66073,  149.3424,  38.13652,  112.0,  68.7980,
 2018-Jan-26 18:00, ,m,   308.87594,  -18.65021,  149.2039,  38.02794,  112.5,  69.2236,
 2018-Jan-26 19:00, , ,   308.91966,  -18.63971,  148.9531,  37.93495,  113.1,  69.6856,
 2018-Jan-26 20:00, , ,   308.96329,  -18.62924,  148.6062,  37.86623,  113.7,  70.1821,
 2018-Jan-26 21:00, , ,   309.00681,  -18.61879,  148.1860,  37.82884,  114.3,  70.7088,
 2018-Jan-26 22:00,A, ,   309.05019,  -18.60834,  147.7205,  37.82766,  115.0,  71.2599,
 2018-Jan-26 23:00,C, ,   309.09343,  -18.59788,  147.2406,  37.86511,  115.8,  71.8277,
 2018-Jan-27 00:00,*, ,   309.13653,  -18.58741,  146.7782,  37.94099,  116.5,  72.4039,
 2018-Jan-27 01:00,*, ,   309.17949,  -18.57691,  146.3641,  38.05247,  117.2,  72.9795,
 2018-Jan-27 02:00,*, ,   309.22235,  -18.56638,  146.0257,  38.19428,  118.0,  73.5459,
 2018-Jan-27 03:00,*, ,   309.26511,  -18.55580,  145.7853,  38.35911,  118.7,  74.0945,
 2018-Jan-27 04:00,*, ,   309.30782,  -18.54517,  145.6586,  38.53808,  119.4,  74.6182,
 2018-Jan-27 05:00,*, ,   309.35051,  -18.53450,  145.6534,  38.72135,  120.0,  75.1109,
 2018-Jan-27 06:00,*,m,   309.39321,  -18.52377,  145.7693,  38.89881,  120.6,  75.5684,
 2018-Jan-27 07:00,*,m,   309.43596,  -18.51300,  145.9977,  39.06073,  121.2,  75.9887,
 2018-Jan-27 08:00,*,m,   309.47879,  -18.50218,  146.3222,  39.19847,  121.7,  76.3716,
 2018-Jan-27 09:00,*,m,   309.52172,  -18.49134,  146.7199,  39.30504,  122.2,  76.7195,
 2018-Jan-27 10:00,N,m,   309.56477,  -18.48046,  147.1630,  39.37558,  122.6,  77.0368,
 2018-Jan-27 11:00,A,m,   309.60795,  -18.46957,  147.6206,  39.40769,  123.0,  77.3298,
 2018-Jan-27 12:00, ,m,   309.65127,  -18.45868,  148.0606,  39.40157,  123.4,  77.6064,
 2018-Jan-27 13:00, ,m,   309.69470,  -18.44780,  148.4524,  39.36006,  123.8,  77.8755,
 2018-Jan-27 14:00, ,m,   309.73823,  -18.43693,  148.7685,  39.28836,  124.1,  78.1462,
 2018-Jan-27 15:00, ,m,   309.78184,  -18.42609,  148.9866,  39.19374,  124.5,  78.4275,
 2018-Jan-27 16:00, ,m,   309.82549,  -18.41527,  149.0911,  39.08503,  125.0,  78.7272,
 2018-Jan-27 17:00, ,m,   309.86916,  -18.40448,  149.0742,  38.97198,  125.4,  79.0517,
 2018-Jan-27 18:00, ,m,   309.91280,  -18.39373,  148.9361,  38.86463,  125.9,  79.4053,
 2018-Jan-27 19:00, ,m,   309.95637,  -18.38300,  148.6856,  38.77264,  126.5,  79.7901,
 2018-Jan-27 20:00, , ,   309.99986,  -18.37230,  148.3390,  38.70458,  127.1,  80.2060,
 2018-Jan-27 21:00, , ,   310.04323,  -18.36161,  147.9190,  38.66740,  127.7,  80.6508,
 2018-Jan-27 22:00,A, ,   310.08647,  -18.35092,  147.4536,  38.66594,  128.4,  81.1201,
 2018-Jan-27 23:00,C, ,   310.12957,  -18.34023,  146.9737,  38.70258,  129.1,  81.6081,
 2018-Jan-28 00:00,*, ,   310.17253,  -18.32953,  146.5112,  38.77713,  129.8,  82.1079,
 2018-Jan-28 01:00,*, ,   310.21535,  -18.31880,  146.0969,  38.88680,  130.6,  82.6118,
 2018-Jan-28 02:00,*, ,   310.25806,  -18.30803,  145.7582,  39.02641,  131.4,  83.1120,
 2018-Jan-28 03:00,*, ,   310.30068,  -18.29722,  145.5175,  39.18875,  132.1,  83.6008,
 2018-Jan-28 04:00,*, ,   310.34325,  -18.28636,  145.3904,  39.36505,  132.9,  84.0712,
 2018-Jan-28 05:00,*, ,   310.38580,  -18.27546,  145.3847,  39.54562,  133.6,  84.5174,
 2018-Jan-28 06:00,*, ,   310.42835,  -18.26450,  145.5002,  39.72047,  134.2,  84.9345,
 2018-Jan-28 07:00,*,m,   310.47096,  -18.25350,  145.7282,  39.88002,  134.8,  85.3196,
 2018-Jan-28 08:00,*,m,   310.51364,  -18.24246,  146.0524,  40.01575,  135.4,  85.6714,
 2018-Jan-28 09:00,*,m,   310.55643,  -18.23138,  146.4498,  40.12074,  135.9,  85.9905,
 2018-Jan-28 10:00,N,m,   310.59934,  -18.22028,  146.8928,  40.19021,  136.4,  86.2792,
 2018-Jan-28 11:00,A,m,   310.64238,  -18.20917,  147.3503,  40.22178,  136.9,  86.5418,
 2018-Jan-28 12:00, ,m,   310.68555,  -18.19805,  147.7904,  40.21565,  137.3,  86.7839,
 2018-Jan-28 13:00, ,m,   310.72883,  -18.18694,  148.1823,  40.17460,  137.7,  87.0122,
 2018-Jan-28 14:00, ,m,   310.77222,  -18.17584,  148.4987,  40.10377,  138.0,  87.2344,
 2018-Jan-28 15:00, ,m,   310.81569,  -18.16477,  148.7171,  40.01033,  138.4,  87.4578,
 2018-Jan-28 16:00, ,m,   310.85920,  -18.15372,  148.8220,  39.90296,  138.8,  87.6897,
 2018-Jan-28 17:00, ,m,   310.90272,  -18.14271,  148.8054,  39.79130,  139.3,  87.9363,
 2018-Jan-28 18:00, ,m,   310.94621,  -18.13173,  148.6677,  39.68523,  139.7,  88.2024,
 2018-Jan-28 19:00, ,m,   310.98964,  -18.12077,  148.4176,  39.59429,  140.3,  88.4910,
 2018-Jan-28 20:00, ,m,   311.03299,  -18.10983,  148.0712,  39.52692,  140.8,  88.8034,
 2018-Jan-28 21:00, , ,   311.07622,  -18.09892,  147.6515,  39.48999,  141.4,  89.1388,
 2018-Jan-28 22:00,A, ,   311.11931,  -18.08800,  147.1863,  39.48827,  142.1,  89.4947,
 2018-Jan-28 23:00,C, ,   311.16227,  -18.07708,  146.7064,  39.52411,  142.8,  89.8674,
 2018-Jan-29 00:00,*, ,   311.20508,  -18.06615,  146.2439,  39.59733,  143.5,  90.2515,
 2018-Jan-29 01:00,*, ,   311.24776,  -18.05519,  145.8294,  39.70519,  144.3,  90.6414,
 2018-Jan-29 02:00,*, ,   311.29033,  -18.04419,  145.4905,  39.84257,  145.1,  91.0308,
 2018-Jan-29 03:00,*, ,   311.33281,  -18.03316,  145.2495,  40.00237,  145.8,  91.4136,
 2018-Jan-29 04:00,*, ,   311.37523,  -18.02207,  145.1221,  40.17596,  146.6,  91.7840,
 2018-Jan-29 05:00,*, ,   311.41764,  -18.01094,  145.1161,  40.35378,  147.4,  92.1370,
 2018-Jan-29 06:00,*, ,   311.46005,  -17.99976,  145.2312,  40.52598,  148.1,  92.4684,
 2018-Jan-29 07:00,*, ,   311.50251,  -17.98853,  145.4589,  40.68312,  148.7,  92.7755,
 2018-Jan-29 08:00,*,m,   311.54506,  -17.97727,  145.7828,  40.81679,  149.4,  93.0563,
 2018-Jan-29 09:00,*,m,   311.58770,  -17.96597,  146.1801,  40.92018,  150.0,  93.3108,
 2018-Jan-29 10:00,N,m,   311.63046,  -17.95464,  146.6229,  40.98855,  150.5,  93.5398,
 2018-Jan-29 11:00,A,m,   311.67336,  -17.94331,  147.0804,  41.01957,  151.0,  93.7458,
 2018-Jan-29 12:00, ,m,   311.71638,  -17.93196,  147.5206,  41.01343,  151.4,  93.9320,
 2018-Jan-29 13:00, ,m,   311.75953,  -17.92063,  147.9127,  40.97286,  151.8,  94.1031,
 2018-Jan-29 14:00, ,m,   311.80277,  -17.90931,  148.2293,  40.90293,  152.2,  94.2638,
 2018-Jan-29 15:00, ,m,   311.84609,  -17.89802,  148.4480,  40.81069,  152.6,  94.4197,
 2018-Jan-29 16:00, ,m,   311.88946,  -17.88675,  148.5533,  40.70471,  153.0,  94.5760,
 2018-Jan-29 17:00, ,m,   311.93283,  -17.87551,  148.5371,  40.59447,  153.4,  94.7375,
 2018-Jan-29 18:00, ,m,   311.97618,  -17.86430,  148.3998,  40.48974,  153.9,  94.9082,
 2018-Jan-29 19:00, ,m,   312.01947,  -17.85312,  148.1501,  40.39988,  154.3,  95.0911,
 2018-Jan-29 20:00, ,m,   312.06267,  -17.84196,  147.8041,  40.33325,  154.9,  95.2876,
 2018-Jan-29 21:00, ,m,   312.10576,  -17.83082,  147.3846,  40.29661,  155.4,  95.4980,
 2018-Jan-29 22:00,A, ,   312.14871,  -17.81968,  146.9196,  40.29464,  156.1,  95.7213,
 2018-Jan-29 23:00,C, ,   312.19152,  -17.80853,  146.4398,  40.32970,  156.7,  95.9551,
 2018-Jan-30 00:00,*, ,   312.23419,  -17.79737,  145.9773,  40.40159,  157.5,  96.1963,
 2018-Jan-30 01:00,*, ,   312.27673,  -17.78619,  145.5628,  40.50761,  158.2,  96.4411,
 2018-Jan-30 02:00,*, ,   312.31916,  -17.77497,  145.2237,  40.64275,  159.0,  96.6853,
 2018-Jan-30 03:00,*, ,   312.36149,  -17.76371,  144.9825,  40.79998,  159.8,  96.9248,
 2018-Jan-30 04:00,*, ,   312.40378,  -17.75241,  144.8548,  40.97082,  160.5,  97.1558,
 2018-Jan-30 05:00,*, ,   312.44604,  -17.74106,  144.8485,  41.14585,  161.3,  97.3749,
 2018-Jan-30 06:00,*, ,   312.48831,  -17.72965,  144.9634,  41.31535,  162.1,  97.5795,
 2018-Jan-30 07:00,*, ,   312.53063,  -17.71821,  145.1908,  41.47004,  162.8,  97.7677,
 2018-Jan-30 08:00,*, ,   312.57303,  -17.70672,  145.5145,  41.60160,  163.5,  97.9383,
 2018-Jan-30 09:00,*,m,   312.61553,  -17.69520,  145.9116,  41.70335,  164.1,  98.0913,
 2018-Jan-30 10:00,N,m,   312.65815,  -17.68366,  146.3544,  41.77061,  164.7,  98.2272,
 2018-Jan-30 11:00,A,m,   312.70090,  -17.67210,  146.8119,  41.80106,  165.2,  98.3471,
 2018-Jan-30 12:00, ,m,   312.74378,  -17.66054,  147.2522,  41.79491,  165.7,  98.4531,
 2018-Jan-30 13:00, ,m,   312.78678,  -17.64899,  147.6445,  41.75484,  166.1,  98.5474,
 2018-Jan-30 14:00, ,m,   312.82988,  -17.63746,  147.9614,  41.68582,  166.5,  98.6326,
 2018-Jan-30 15:00, ,m,   312.87306,  -17.62594,  148.1804,  41.59482,  166.9,  98.7115,
 2018-Jan-30 16:00, ,m,   312.91628,  -17.61445,  148.2861,  41.49027,  167.3,  98.7868,
 2018-Jan-30 17:00, ,m,   312.95951,  -17.60300,  148.2703,  41.38151,  167.7,  98.8611,
 2018-Jan-30 18:00, ,m,   313.00272,  -17.59157,  148.1334,  41.27815,  168.1,  98.9364,
 2018-Jan-30 19:00, ,m,   313.04586,  -17.58017,  147.8841,  41.18943,  168.6,  99.0143,
 2018-Jan-30 20:00, ,m,   313.08892,  -17.56879,  147.5384,  41.12358,  169.1,  99.0956,
 2018-Jan-30 21:00, ,m,   313.13186,  -17.55742,  147.1192,  41.08724,  169.6,  99.1804,
 2018-Jan-30 22:00,A,m,   313.17467,  -17.54606,  146.6544,  41.08506,  170.2,  99.2682,
 2018-Jan-30 23:00,C, ,   313.21734,  -17.53470,  146.1748,  41.11934,  170.8,  99.3578,
 2018-Jan-31 00:00,*, ,   313.25987,  -17.52332,  145.7123,  41.18990,  171.5,  99.4473,
 2018-Jan-31 01:00,*, ,   313.30227,  -17.51191,  145.2978,  41.29408,  172.2,  99.5348,
 2018-Jan-31 02:00,*, ,   313.34455,  -17.50048,  144.9586,  41.42694,  172.9,  99.6181,
 2018-Jan-31 03:00,*, ,   313.38675,  -17.48900,  144.7172,  41.58157,  173.7,  99.6954,
 2018-Jan-31 04:00,*, ,   313.42889,  -17.47748,  144.5893,  41.74962,  174.4,  99.7648,
 2018-Jan-31 05:00,*, ,   313.47101,  -17.46591,  144.5828,  41.92180,  175.2,  99.8251,
 2018-Jan-31 06:00,*, ,   313.51314,  -17.45429,  144.6975,  42.08857,  176.0,  99.8757,
 2018-Jan-31 07:00,*, ,   313.55532,  -17.44263,  144.9247,  42.24075,  176.7,  99.9164,
 2018-Jan-31 08:00,*, ,   313.59757,  -17.43093,  145.2482,  42.37018,  177.4,  99.9475,
 2018-Jan-31 09:00,*, ,   313.63993,  -17.41919,  145.6452,  42.47025,  178.0,  99.9699,
 2018-Jan-31 10:00,C,m,   313.68241,  -17.40744,  146.0880,  42.53637,  178.6,  99.9847,
 2018-Jan-31 11:00,A,m,   313.72502,  -17.39567,  146.5455,  42.56625,  179.0,  99.9930,
 2018-Jan-31 12:00, ,m,   313.76776,  -17.38389,  146.9859,  42.56009,  179.3,  99.9962,
 2018-Jan-31 13:00, ,m,   313.81061,  -17.37213,  147.3784,  42.52052,  179.2,  99.9954,
 2018-Jan-31 14:00, ,m,   313.85357,  -17.36038,  147.6955,  42.45245,  178.9,  99.9914,
 2018-Jan-31 15:00, ,m,   313.89660,  -17.34865,  147.9150,  42.36272,  178.6,  99.9848,
 2018-Jan-31 16:00, ,m,   313.93968,  -17.33695,  148.0210,  42.25963,  178.2,  99.9760,
 2018-Jan-31 17:00, ,m,   313.98277,  -17.32527,  148.0056,  42.15238,  177.8,  99.9647,
 2018-Jan-31 18:00, ,m,   314.02583,  -17.31363,  147.8691,  42.05044,  177.4,  99.9507,
 2018-Jan-31 19:00, ,m,   314.06884,  -17.30201,  147.6201,  41.96290,  177.0,  99.9332,
 2018-Jan-31 20:00, ,m,   314.11175,  -17.29042,  147.2748,  41.89786,  176.6,  99.9115,
 2018-Jan-31 21:00, ,m,   314.15455,  -17.27884,  146.8560,  41.86186,  176.1,  99.8843,
 2018-Jan-31 22:00,A,m,   314.19722,  -17.26726,  146.3914,  41.85949,  175.6,  99.8507,
 2018-Jan-31 23:00,C,m,   314.23975,  -17.25568,  145.9119,  41.89300,  175.0,  99.8093,
 2018-Feb-01 00:00,*, ,   314.28214,  -17.24408,  145.4495,  41.96222,  174.4,  99.7590,
 2018-Feb-01 01:00,*, ,   314.32439,  -17.23247,  145.0350,  42.06454,  173.7,  99.6989,
 2018-Feb-01 02:00,*, ,   314.36653,  -17.22081,  144.6958,  42.19510,  173.0,  99.6284,
 2018-Feb-01 03:00,*, ,   314.40859,  -17.20912,  144.4543,  42.34710,  172.3,  99.5471,
 2018-Feb-01 04:00,*, ,   314.45059,  -17.19739,  144.3262,  42.51231,  171.5,  99.4554,
 2018-Feb-01 05:00,*, ,   314.49257,  -17.18560,  144.3195,  42.68161,  170.8,  99.3541,
 2018-Feb-01 06:00,*, ,   314.53456,  -17.17377,  144.4340,  42.84558,  170.0,  99.2446,
 2018-Feb-01 07:00,*, ,   314.57659,  -17.16190,  144.6610,  42.99521,  169.3,  99.1287,
 2018-Feb-01 08:00,*, ,   314.61871,  -17.14999,  144.9843,  43.12246,  168.5,  99.0086,
 2018-Feb-01 09:00,*, ,   314.66093,  -17.13805,  145.3813,  43.22083,  167.9,  98.8867,
 2018-Feb-01 10:00,C, ,   314.70326,  -17.12608,  145.8240,  43.28578,  167.2,  98.7655,
 2018-Feb-01 11:00,A,m,   314.74573,  -17.11410,  146.2816,  43.31508,  166.6,  98.6470,
 2018-Feb-01 12:00, ,m,   314.78833,  -17.10212,  146.7221,  43.30890,  166.0,  98.5331,
 2018-Feb-01 13:00, ,m,   314.83104,  -17.09015,  147.1148,  43.26984,  165.5,  98.4246,
 2018-Feb-01 14:00, ,m,   314.87386,  -17.07818,  147.4322,  43.20274,  165.1,  98.3219,
 2018-Feb-01 15:00, ,m,   314.91675,  -17.06625,  147.6519,  43.11430,  164.6,  98.2242,
 2018-Feb-01 16:00, ,m,   314.95968,  -17.05433,  147.7583,  43.01272,  164.2,  98.1302,
 2018-Feb-01 17:00, ,m,   315.00263,  -17.04245,  147.7433,  42.90703,  163.9,  98.0376,
 2018-Feb-01 18:00, ,m,   315.04555,  -17.03060,  147.6072,  42.80655,  163.5,  97.9438,
 2018-Feb-01 19:00, ,m,   315.08841,  -17.01877,  147.3586,  42.72023,  163.1,  97.8456,
 2018-Feb-01 20:00, ,m,   315.13119,  -17.00696,  147.0136,  42.65603,  162.7,  97.7399,
 2018-Feb-01 21:00, ,m,   315.17385,  -16.99517,  146.5951,  42.62040,  162.2,  97.6237,
 2018-Feb-01 22:00,A,m,   315.21637,  -16.98338,  146.1307,  42.61785,  161.7,  97.4943,
 2018-Feb-01 23:00,C,m,   315.25876,  -16.97159,  145.6514,  42.65060,  161.2,  97.3495,
 2018-Feb-02 00:00,*,m,   315.30101,  -16.95978,  145.1891,  42.71848,  160.6,  97.1876,
 2018-Feb-02 01:00,*, ,   315.34312,  -16.94795,  144.7746,  42.81892,  160.0,  97.0077,
 2018-Feb-02 02:00,*, ,   315.38513,  -16.93609,  144.4353,  42.94715,  159.4,  96.8099,
 2018-Feb-02 03:00,*, ,   315.42704,  -16.92419,  144.1937,  43.09648,  158.7,  96.5947,
 2018-Feb-02 04:00,*, ,   315.46890,  -16.91224,  144.0655,  43.25881,  158.0,  96.3639,
 2018-Feb-02 05:00,*, ,   315.51074,  -16.90025,  144.0587,  43.42517,  157.2,  96.1198,
 2018-Feb-02 06:00,*, ,   315.55259,  -16.88822,  144.1729,  43.58630,  156.5,  95.8655,
 2018-Feb-02 07:00,*, ,   315.59449,  -16.87614,  144.3998,  43.73334,  155.7,  95.6047,
