 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jul-11 08:00,*,m,   110.28723,   22.12591,  140.6877,  -20.5124,   26.3,   5.1975,
 2018-Jul-11 09:00,*,m,   110.32948,   22.12026,  141.0856,  -20.6304,   25.7,   4.9784,
 2018-Jul-11 10:00,*, ,   110.37186,   22.11459,  141.5240,  -20.7065,   25.1,   4.7459,
 2018-Jul-11 11:00,*, ,   110.41437,   22.10890,  141.9727,  -20.7382,   24.4,   4.5021,
 2018-Jul-11 12:00,C, ,   110.45702,   22.10321,  142.4008,  -20.7261,   23.7,   4.2501,
 2018-Jul-11 13:00,A, ,   110.49978,   22.09752,  142.7787,  -20.6736,   23.0,   3.9939,
 2018-Jul-11 14:00, , ,   110.54264,   22.09186,  143.0804,  -20.5872,   22.2,   3.7376,
 2018-Jul-11 15:00, , ,   110.58558,   22.08623,  143.2849,  -20.4753,   21.5,   3.4855,
 2018-Jul-11 16:00, , ,   110.62856,   22.08063,  143.3781,  -20.3483,   20.7,   3.2414,
 2018-Jul-11 17:00, , ,   110.67155,   22.07506,  143.3531,  -20.2176,   19.9,   3.0088,
 2018-Jul-11 18:00, , ,   110.71451,   22.06953,  143.2114,  -20.0946,   19.2,   2.7907,
 2018-Jul-11 19:00,A, ,   110.75741,   22.06403,  142.9623,  -19.9906,   18.5,   2.5891,
 2018-Jul-11 20:00,N,m,   110.80022,   22.05856,  142.6223,  -19.9152,   17.8,   2.4053,
 2018-Jul-11 21:00,*,m,   110.84291,   22.05310,  142.2143,  -19.8763,   17.2,   2.2396,
 2018-Jul-11 22:00,*,m,   110.88548,   22.04765,  141.7658,  -19.8791,   16.6,   2.0917,
 2018-Jul-11 23:00,*,m,   110.92791,   22.04219,  141.3069,  -19.9261,   16.1,   1.9604,
 2018-Jul-12 00:00,*,m,   110.97020,   22.03671,  140.8685,  -20.0169,   15.6,   1.8439,
 2018-Jul-12 01:00,*,m,   111.01236,   22.03120,  140.4803,  -20.1478,   15.1,   1.7399,
 2018-Jul-12 02:00,*,m,   111.05442,   22.02565,  140.1682,  -20.3127,   14.7,   1.6455,
 2018-Jul-12 03:00,*,m,   111.09639,   22.02005,  139.9532,  -20.5029,   14.3,   1.5580,
 2018-Jul-12 04:00,*,m,   111.13832,   22.01440,  139.8496,  -20.7081,   13.9,   1.4743,
 2018-Jul-12 05:00,*,m,   111.18023,   22.00868,  139.8641,  -20.9171,   13.5,   1.3917,
 2018-Jul-12 06:00,*,m,   111.22216,   22.00291,  139.9953,  -21.1182,   13.1,   1.3080,
 2018-Jul-12 07:00,*,m,   111.26415,   21.99709,  140.2341,  -21.3005,   12.7,   1.2212,
 2018-Jul-12 08:00,*,m,   111.30622,   21.99122,  140.5636,  -21.4542,   12.2,   1.1305,
 2018-Jul-12 09:00,*,m,   111.34840,   21.98531,  140.9611,  -21.5715,   11.7,   1.0356,
 2018-Jul-12 10:00,*,m,   111.39070,   21.97937,  141.3992,  -21.6471,   11.1,   0.9370,
 2018-Jul-12 11:00,*, ,   111.43313,   21.97342,  141.8477,  -21.6786,   10.5,   0.8360,
 2018-Jul-12 12:00,C, ,   111.47570,   21.96747,  142.2755,  -21.6665,  9.813,   0.7343,
 2018-Jul-12 13:00,A, ,   111.51838,   21.96152,  142.6533,  -21.6144,  9.117,   0.6340,
 2018-Jul-12 14:00, , ,   111.56116,   21.95560,  142.9548,  -21.5284,  8.393,   0.5373,
 2018-Jul-12 15:00, , ,   111.60402,   21.94970,  143.1593,  -21.4171,  7.649,   0.4465,
 2018-Jul-12 16:00, , ,   111.64692,   21.94384,  143.2524,  -21.2908,  6.899,   0.3632,
 2018-Jul-12 17:00, , ,   111.68983,   21.93801,  143.2274,  -21.1607,  6.154,   0.2890,
 2018-Jul-12 18:00, , ,   111.73271,   21.93222,  143.0856,  -21.0384,  5.426,   0.2247,
 2018-Jul-12 19:00,A, ,   111.77554,   21.92646,  142.8364,  -20.9348,  4.729,   0.1707,
 2018-Jul-12 20:00,N, ,   111.81827,   21.92072,  142.4963,  -20.8597,  4.074,   0.1267,
 2018-Jul-12 21:00,*,m,   111.86089,   21.91500,  142.0881,  -20.8208,  3.474,   0.0921,
 2018-Jul-12 22:00,*,m,   111.90337,   21.90929,  141.6393,  -20.8234,  2.941,   0.0660,
 2018-Jul-12 23:00,*,m,   111.94572,   21.90357,  141.1801,  -20.8700,  2.487,   0.0472,
 2018-Jul-13 00:00,*,m,   111.98793,   21.89783,  140.7413,  -20.9600,  2.129,   0.0346,
 2018-Jul-13 01:00,*,m,   112.03002,   21.89205,  140.3526,  -21.0900,  1.879,   0.0270,
 2018-Jul-13 02:00,*,m,   112.07199,   21.88624,  140.0400,  -21.2537,  1.752,   0.0235,
 2018-Jul-13 03:00,*,m,   112.11389,   21.88038,  139.8245,  -21.4426,  1.746,   0.0234,
 2018-Jul-13 04:00,*,m,   112.15574,   21.87446,  139.7203,  -21.6465,  1.850,   0.0263,
 2018-Jul-13 05:00,*,m,   112.19757,   21.86848,  139.7343,  -21.8541,  2.044,   0.0321,
 2018-Jul-13 06:00,*,m,   112.23942,   21.86245,  139.8650,  -22.0539,  2.312,   0.0410,
 2018-Jul-13 07:00,*,m,   112.28133,   21.85637,  140.1032,  -22.2350,  2.642,   0.0536,
 2018-Jul-13 08:00,*,m,   112.32332,   21.85024,  140.4323,  -22.3877,  3.032,   0.0705,
 2018-Jul-13 09:00,*,m,   112.36541,   21.84407,  140.8295,  -22.5043,  3.478,   0.0928,
 2018-Jul-13 10:00,*,m,   112.40763,   21.83787,  141.2672,  -22.5794,  3.982,   0.1215,
 2018-Jul-13 11:00,*,m,   112.44999,   21.83166,  141.7154,  -22.6106,  4.540,   0.1580,
 2018-Jul-13 12:00,C, ,   112.49247,   21.82545,  142.1430,  -22.5986,  5.150,   0.2032,
 2018-Jul-13 13:00,A, ,   112.53507,   21.81925,  142.5206,  -22.5467,  5.806,   0.2582,
 2018-Jul-13 14:00, , ,   112.57777,   21.81306,  142.8221,  -22.4612,  6.502,   0.3237,
 2018-Jul-13 15:00, , ,   112.62055,   21.80691,  143.0265,  -22.3505,  7.230,   0.4000,
 2018-Jul-13 16:00, , ,   112.66337,   21.80078,  143.1195,  -22.2249,  7.978,   0.4868,
 2018-Jul-13 17:00, , ,   112.70619,   21.79470,  143.0944,  -22.0955,  8.735,   0.5834,
 2018-Jul-13 18:00, , ,   112.74899,   21.78864,  142.9526,  -21.9738,  9.492,   0.6885,
 2018-Jul-13 19:00,A, ,   112.79173,   21.78262,  142.7032,  -21.8707,   10.2,   0.8003,
 2018-Jul-13 20:00,N, ,   112.83438,   21.77663,  142.3630,  -21.7959,   11.0,   0.9166,
 2018-Jul-13 21:00,*, ,   112.87692,   21.77064,  141.9546,  -21.7571,   11.6,   1.0350,
 2018-Jul-13 22:00,*, ,   112.91932,   21.76467,  141.5055,  -21.7596,   12.3,   1.1531,
 2018-Jul-13 23:00,*,m,   112.96159,   21.75869,  141.0459,  -21.8057,   12.9,   1.2690,
 2018-Jul-14 00:00,*,m,   113.00372,   21.75268,  140.6068,  -21.8950,   13.5,   1.3809,
 2018-Jul-14 01:00,*,m,   113.04572,   21.74665,  140.2177,  -22.0239,   14.0,   1.4879,
 2018-Jul-14 02:00,*,m,   113.08761,   21.74058,  139.9046,  -22.1864,   14.4,   1.5898,
 2018-Jul-14 03:00,*,m,   113.12943,   21.73446,  139.6886,  -22.3740,   14.9,   1.6873,
 2018-Jul-14 04:00,*,m,   113.17119,   21.72828,  139.5839,  -22.5764,   15.3,   1.7819,
 2018-Jul-14 05:00,*,m,   113.21294,   21.72205,  139.5973,  -22.7826,   15.7,   1.8758,
 2018-Jul-14 06:00,*,m,   113.25471,   21.71576,  139.7275,  -22.9810,   16.1,   1.9718,
 2018-Jul-14 07:00,*,m,   113.29653,   21.70941,  139.9653,  -23.1609,   16.5,   2.0730,
 2018-Jul-14 08:00,*,m,   113.33844,   21.70302,  140.2939,  -23.3126,   16.9,   2.1826,
 2018-Jul-14 09:00,*,m,   113.38045,   21.69660,  140.6907,  -23.4283,   17.4,   2.3036,
 2018-Jul-14 10:00,*,m,   113.42258,   21.69014,  141.1281,  -23.5029,   17.9,   2.4387,
 2018-Jul-14 11:00,*,m,   113.46485,   21.68368,  141.5760,  -23.5339,   18.5,   2.5902,
 2018-Jul-14 12:00,C,m,   113.50725,   21.67721,  142.0035,  -23.5219,   19.1,   2.7597,
 2018-Jul-14 13:00,A, ,   113.54976,   21.67075,  142.3809,  -23.4703,   19.7,   2.9481,
 2018-Jul-14 14:00, , ,   113.59238,   21.66431,  142.6823,  -23.3852,   20.4,   3.1552,
 2018-Jul-14 15:00, , ,   113.63507,   21.65789,  142.8866,  -23.2752,   21.1,   3.3803,
 2018-Jul-14 16:00, , ,   113.67780,   21.65151,  142.9795,  -23.1503,   21.9,   3.6217,
 2018-Jul-14 17:00, , ,   113.72055,   21.64517,  142.9544,  -23.0216,   22.7,   3.8768,
 2018-Jul-14 18:00, , ,   113.76326,   21.63886,  142.8125,  -22.9006,   23.4,   4.1423,
 2018-Jul-14 19:00, , ,   113.80591,   21.63258,  142.5630,  -22.7981,   24.2,   4.4145,
 2018-Jul-14 20:00,N, ,   113.84848,   21.62632,  142.2226,  -22.7236,   24.9,   4.6891,
 2018-Jul-14 21:00,*, ,   113.89093,   21.62008,  141.8140,  -22.6849,   25.7,   4.9618,
 2018-Jul-14 22:00,*, ,   113.93324,   21.61385,  141.3647,  -22.6871,   26.4,   5.2282,
 2018-Jul-14 23:00,*, ,   113.97542,   21.60761,  140.9048,  -22.7328,   27.0,   5.4848,
 2018-Jul-15 00:00,*,m,   114.01747,   21.60135,  140.4653,  -22.8213,   27.6,   5.7286,
 2018-Jul-15 01:00,*,m,   114.05938,   21.59506,  140.0758,  -22.9492,   28.2,   5.9577,
 2018-Jul-15 02:00,*,m,   114.10119,   21.58873,  139.7622,  -23.1105,   28.7,   6.1716,
 2018-Jul-15 03:00,*,m,   114.14292,   21.58235,  139.5457,  -23.2966,   29.2,   6.3711,
 2018-Jul-15 04:00,*,m,   114.18460,   21.57591,  139.4406,  -23.4976,   29.6,   6.5586,
 2018-Jul-15 05:00,*,m,   114.22626,   21.56942,  139.4535,  -23.7023,   30.0,   6.7375,
 2018-Jul-15 06:00,*,m,   114.26794,   21.56288,  139.5833,  -23.8993,   30.4,   6.9124,
 2018-Jul-15 07:00,*,m,   114.30967,   21.55628,  139.8206,  -24.0779,   30.8,   7.0886,
 2018-Jul-15 08:00,*,m,   114.35149,   21.54964,  140.1488,  -24.2284,   31.2,   7.2717,
 2018-Jul-15 09:00,*,m,   114.39342,   21.54295,  140.5453,  -24.3433,   31.6,   7.4671,
 2018-Jul-15 10:00,*,m,   114.43547,   21.53625,  140.9824,  -24.4174,   32.1,   7.6797,
 2018-Jul-15 11:00,*,m,   114.47765,   21.52952,  141.4301,  -24.4481,   32.6,   7.9138,
 2018-Jul-15 12:00,C,m,   114.51995,   21.52280,  141.8573,  -24.4361,   33.1,   8.1722,
 2018-Jul-15 13:00,A,m,   114.56238,   21.51609,  142.2347,  -24.3848,   33.7,   8.4568,
 2018-Jul-15 14:00, , ,   114.60491,   21.50939,  142.5359,  -24.3002,   34.4,   8.7680,
 2018-Jul-15 15:00, , ,   114.64751,   21.50272,  142.7402,  -24.1909,   35.0,   9.1048,
 2018-Jul-15 16:00, , ,   114.69015,   21.49609,  142.8331,  -24.0667,   35.8,   9.4650,
 2018-Jul-15 17:00, , ,   114.73281,   21.48948,  142.8079,  -23.9388,   36.5,   9.8450,
 2018-Jul-15 18:00, , ,   114.77543,   21.48292,  142.6659,  -23.8185,   37.2,  10.2404,
 2018-Jul-15 19:00, , ,   114.81800,   21.47638,  142.4164,  -23.7165,   38.0,  10.6457,
 2018-Jul-15 20:00,N, ,   114.86047,   21.46987,  142.0758,  -23.6424,   38.7,  11.0551,
 2018-Jul-15 21:00,*, ,   114.90283,   21.46338,  141.6671,  -23.6038,   39.5,  11.4625,
 2018-Jul-15 22:00,*, ,   114.94506,   21.45689,  141.2175,  -23.6058,   40.2,  11.8616,
 2018-Jul-15 23:00,*, ,   114.98715,   21.45039,  140.7574,  -23.6510,   40.9,  12.2471,
 2018-Jul-16 00:00,*, ,   115.02910,   21.44388,  140.3176,  -23.7387,   41.5,  12.6142,
 2018-Jul-16 01:00,*,m,   115.07093,   21.43733,  139.9276,  -23.8656,   42.1,  12.9595,
 2018-Jul-16 02:00,*,m,   115.11265,   21.43074,  139.6137,  -24.0256,   42.6,  13.2811,
 2018-Jul-16 03:00,*,m,   115.15429,   21.42411,  139.3968,  -24.2103,   43.1,  13.5789,
 2018-Jul-16 04:00,*,m,   115.19587,   21.41742,  139.2912,  -24.4097,   43.6,  13.8548,
 2018-Jul-16 05:00,*,m,   115.23745,   21.41068,  139.3037,  -24.6128,   44.0,  14.1123,
 2018-Jul-16 06:00,*,m,   115.27904,   21.40388,  139.4330,  -24.8084,   44.4,  14.3565,
 2018-Jul-16 07:00,*,m,   115.32068,   21.39703,  139.6699,  -24.9856,   44.8,  14.5941,
 2018-Jul-16 08:00,*,m,   115.36241,   21.39013,  139.9979,  -25.1350,   45.2,  14.8322,
 2018-Jul-16 09:00,*,m,   115.40425,   21.38320,  140.3940,  -25.2490,   45.6,  15.0782,
 2018-Jul-16 10:00,*,m,   115.44620,   21.37624,  140.8309,  -25.3225,   46.0,  15.3393,
 2018-Jul-16 11:00,*,m,   115.48829,   21.36926,  141.2784,  -25.3529,   46.5,  15.6219,
 2018-Jul-16 12:00,C,m,   115.53051,   21.36229,  141.7055,  -25.3409,   46.9,  15.9310,
 2018-Jul-16 13:00,A,m,   115.57284,   21.35532,  142.0827,  -25.2899,   47.5,  16.2702,
 2018-Jul-16 14:00, ,m,   115.61528,   21.34837,  142.3839,  -25.2059,   48.0,  16.6412,
 2018-Jul-16 15:00, , ,   115.65779,   21.34145,  142.5882,  -25.0972,   48.7,  17.0442,
 2018-Jul-16 16:00, , ,   115.70034,   21.33456,  142.6810,  -24.9739,   49.3,  17.4772,
 2018-Jul-16 17:00, , ,   115.74290,   21.32771,  142.6558,  -24.8468,   50.0,  17.9370,
 2018-Jul-16 18:00, , ,   115.78543,   21.32089,  142.5138,  -24.7272,   50.7,  18.4185,
 2018-Jul-16 19:00, , ,   115.82791,   21.31410,  142.2642,  -24.6258,   51.4,  18.9158,
 2018-Jul-16 20:00,N, ,   115.87029,   21.30734,  141.9235,  -24.5521,   52.2,  19.4219,
 2018-Jul-16 21:00,*, ,   115.91255,   21.30059,  141.5146,  -24.5136,   52.9,  19.9293,
 2018-Jul-16 22:00,*, ,   115.95469,   21.29385,  141.0649,  -24.5154,   53.6,  20.4306,
 2018-Jul-16 23:00,*, ,   115.99669,   21.28710,  140.6045,  -24.5601,   54.3,  20.9186,
 2018-Jul-17 00:00,*, ,   116.03855,   21.28033,  140.1644,  -24.6470,   55.0,  21.3867,
 2018-Jul-17 01:00,*, ,   116.08029,   21.27353,  139.7741,  -24.7728,   55.6,  21.8298,
 2018-Jul-17 02:00,*,m,   116.12191,   21.26669,  139.4598,  -24.9314,   56.2,  22.2442,
 2018-Jul-17 03:00,*,m,   116.16346,   21.25980,  139.2425,  -25.1146,   56.7,  22.6281,
 2018-Jul-17 04:00,*,m,   116.20496,   21.25286,  139.1366,  -25.3125,   57.2,  22.9818,
 2018-Jul-17 05:00,*,m,   116.24643,   21.24587,  139.1487,  -25.5140,   57.6,  23.3079,
 2018-Jul-17 06:00,*,m,   116.28793,   21.23882,  139.2777,  -25.7080,   58.0,  23.6110,
 2018-Jul-17 07:00,*,m,   116.32949,   21.23172,  139.5143,  -25.8838,   58.4,  23.8975,
 2018-Jul-17 08:00,*,m,   116.37112,   21.22457,  139.8419,  -26.0320,   58.8,  24.1752,
 2018-Jul-17 09:00,*,m,   116.41286,   21.21739,  140.2378,  -26.1451,   59.2,  24.4527,
 2018-Jul-17 10:00,*,m,   116.45473,   21.21018,  140.6745,  -26.2180,   59.5,  24.7387,
 2018-Jul-17 11:00,*,m,   116.49672,   21.20295,  141.1219,  -26.2481,   59.9,  25.0416,
 2018-Jul-17 12:00,C,m,   116.53884,   21.19573,  141.5489,  -26.2362,   60.4,  25.3685,
 2018-Jul-17 13:00,A,m,   116.58108,   21.18851,  141.9260,  -26.1854,   60.8,  25.7253,
 2018-Jul-17 14:00, ,m,   116.62343,   21.18131,  142.2272,  -26.1020,   61.3,  26.1156,
 2018-Jul-17 15:00, , ,   116.66584,   21.17414,  142.4314,  -25.9940,   61.9,  26.5413,
 2018-Jul-17 16:00, , ,   116.70830,   21.16701,  142.5243,  -25.8714,   62.5,  27.0019,
 2018-Jul-17 17:00, , ,   116.75076,   21.15990,  142.4991,  -25.7452,   63.1,  27.4952,
 2018-Jul-17 18:00, , ,   116.79320,   21.15283,  142.3570,  -25.6264,   63.8,  28.0167,
 2018-Jul-17 19:00, , ,   116.83558,   21.14579,  142.1074,  -25.5256,   64.5,  28.5606,
 2018-Jul-17 20:00,N, ,   116.87786,   21.13878,  141.7667,  -25.4523,   65.2,  29.1198,
 2018-Jul-17 21:00,C, ,   116.92004,   21.13178,  141.3576,  -25.4139,   65.9,  29.6863,
 2018-Jul-17 22:00,*, ,   116.96208,   21.12479,  140.9077,  -25.4156,   66.6,  30.2517,
 2018-Jul-17 23:00,*, ,   117.00398,   21.11778,  140.4471,  -25.4598,   67.3,  30.8075,
 2018-Jul-18 00:00,*, ,   117.04575,   21.11077,  140.0068,  -25.5459,   68.0,  31.3460,
 2018-Jul-18 01:00,*, ,   117.08739,   21.10372,  139.6163,  -25.6705,   68.6,  31.8601,
 2018-Jul-18 02:00,*, ,   117.12892,   21.09663,  139.3017,  -25.8278,   69.2,  32.3444,
 2018-Jul-18 03:00,*,m,   117.17037,   21.08949,  139.0841,  -26.0095,   69.7,  32.7951,
 2018-Jul-18 04:00,*,m,   117.21178,   21.08230,  138.9778,  -26.2057,   70.2,  33.2107,
 2018-Jul-18 05:00,*,m,   117.25316,   21.07506,  138.9896,  -26.4055,   70.7,  33.5920,
 2018-Jul-18 06:00,*,m,   117.29456,   21.06776,  139.1183,  -26.5979,   71.1,  33.9421,
 2018-Jul-18 07:00,*,m,   117.33602,   21.06041,  139.3546,  -26.7723,   71.5,  34.2662,
 2018-Jul-18 08:00,*,m,   117.37756,   21.05302,  139.6820,  -26.9193,   71.9,  34.5717,
 2018-Jul-18 09:00,*,m,   117.41921,   21.04559,  140.0777,  -27.0315,   72.2,  34.8671,
 2018-Jul-18 10:00,*,m,   117.46097,   21.03813,  140.5143,  -27.1036,   72.6,  35.1619,
 2018-Jul-18 11:00,*,m,   117.50287,   21.03066,  140.9615,  -27.1335,   73.0,  35.4657,
 2018-Jul-18 12:00,C,m,   117.54490,   21.02319,  141.3885,  -27.1215,   73.3,  35.7873,
 2018-Jul-18 13:00,A,m,   117.58704,   21.01573,  141.7656,  -27.0711,   73.8,  36.1345,
 2018-Jul-18 14:00, ,m,   117.62929,   21.00828,  142.0668,  -26.9882,   74.2,  36.5132,
 2018-Jul-18 15:00, ,m,   117.67161,   21.00086,  142.2710,  -26.8810,   74.7,  36.9274,
 2018-Jul-18 16:00, , ,   117.71397,   20.99348,  142.3639,  -26.7593,   75.2,  37.3785,
 2018-Jul-18 17:00, , ,   117.75633,   20.98613,  142.3387,  -26.6339,   75.8,  37.8660,
 2018-Jul-18 18:00, , ,   117.79868,   20.97881,  142.1967,  -26.5159,   76.4,  38.3868,
 2018-Jul-18 19:00, , ,   117.84096,   20.97152,  141.9470,  -26.4158,   77.1,  38.9360,
 2018-Jul-18 20:00,N, ,   117.88315,   20.96426,  141.6062,  -26.3429,   77.7,  39.5072,
 2018-Jul-18 21:00,C, ,   117.92522,   20.95701,  141.1971,  -26.3047,   78.4,  40.0925,
 2018-Jul-18 22:00,*, ,   117.96717,   20.94977,  140.7471,  -26.3062,   79.1,  40.6832,
 2018-Jul-18 23:00,*, ,   118.00897,   20.94252,  140.2863,  -26.3498,   79.8,  41.2706,
 2018-Jul-19 00:00,*, ,   118.05064,   20.93525,  139.8458,  -26.4351,   80.5,  41.8456,
 2018-Jul-19 01:00,*, ,   118.09219,   20.92796,  139.4550,  -26.5587,   81.1,  42.4003,
 2018-Jul-19 02:00,*, ,   118.13362,   20.92062,  139.1402,  -26.7146,   81.7,  42.9274,
 2018-Jul-19 03:00,*, ,   118.17498,   20.91324,  138.9223,  -26.8946,   82.3,  43.4217,
 2018-Jul-19 04:00,*,m,   118.21628,   20.90581,  138.8158,  -27.0891,   82.8,  43.8795,
 2018-Jul-19 05:00,*,m,   118.25757,   20.89832,  138.8274,  -27.2873,   83.3,  44.2996,
 2018-Jul-19 06:00,*,m,   118.29888,   20.89077,  138.9558,  -27.4780,   83.8,  44.6831,
 2018-Jul-19 07:00,*,m,   118.34024,   20.88318,  139.1919,  -27.6509,   84.2,  45.0337,
 2018-Jul-19 08:00,*,m,   118.38168,   20.87554,  139.5192,  -27.7966,   84.5,  45.3572,
 2018-Jul-19 09:00,*,m,   118.42323,   20.86786,  139.9147,  -27.9078,   84.9,  45.6614,
 2018-Jul-19 10:00,*,m,   118.46490,   20.86016,  140.3512,  -27.9793,   85.2,  45.9552,
 2018-Jul-19 11:00,*,m,   118.50670,   20.85245,  140.7983,  -28.0088,   85.6,  46.2486,
 2018-Jul-19 12:00,C,m,   118.54863,   20.84473,  141.2253,  -27.9969,   85.9,  46.5515,
 2018-Jul-19 13:00,A,m,   118.59067,   20.83703,  141.6024,  -27.9468,   86.3,  46.8729,
 2018-Jul-19 14:00, ,m,   118.63282,   20.82934,  141.9036,  -27.8644,   86.7,  47.2206,
 2018-Jul-19 15:00, ,m,   118.67504,   20.82167,  142.1079,  -27.7580,   87.1,  47.6005,
 2018-Jul-19 16:00, , ,   118.71730,   20.81404,  142.2008,  -27.6372,   87.6,  48.0163,
 2018-Jul-19 17:00, , ,   118.75957,   20.80645,  142.1756,  -27.5127,   88.1,  48.4692,
 2018-Jul-19 18:00, , ,   118.80181,   20.79889,  142.0336,  -27.3955,   88.7,  48.9583,
 2018-Jul-19 19:00, , ,   118.84399,   20.79135,  141.7839,  -27.2961,   89.3,  49.4800,
 2018-Jul-19 20:00,N, ,   118.88608,   20.78385,  141.4431,  -27.2237,   89.9,  50.0290,
 2018-Jul-19 21:00,C, ,   118.92806,   20.77635,  141.0340,  -27.1856,   90.5,  50.5985,
 2018-Jul-19 22:00,*, ,   118.96991,   20.76887,  140.5838,  -27.1870,   91.2,  51.1801,
 2018-Jul-19 23:00,*, ,   119.01162,   20.76137,  140.1229,  -27.2301,   91.9,  51.7651,
 2018-Jul-20 00:00,*, ,   119.05319,   20.75386,  139.6822,  -27.3146,   92.5,  52.3443,
 2018-Jul-20 01:00,*, ,   119.09463,   20.74632,  139.2913,  -27.4370,   93.2,  52.9090,
 2018-Jul-20 02:00,*, ,   119.13597,   20.73874,  138.9763,  -27.5914,   93.8,  53.4510,
 2018-Jul-20 03:00,*, ,   119.17723,   20.73111,  138.7582,  -27.7699,   94.4,  53.9637,
