 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-03 00:00,*,m,   115.89236,   18.69202,  2440.364,  -439.264, 0.0000,  98.8340,
 2018-Jan-03 01:00,*, ,   116.63231,   18.57271,  2603.799,  -425.945, 0.0000,  98.7085,
 2018-Jan-03 02:00,*, ,   117.41668,   18.45884,  2745.730,  -400.934, 0.0000,  98.5687,
 2018-Jan-03 03:00,*, ,   118.23792,   18.35332,  2857.951,  -366.557, 0.0000,  98.4150,
 2018-Jan-03 04:00,*, ,   119.08635,   18.25837,  2934.150,  -325.521, 0.0000,  98.2485,
 2018-Jan-03 05:00,*, ,   119.95081,   18.17542,  2970.107,  -280.758, 0.0000,  98.0710,
 2018-Jan-03 06:00,*, ,   120.81922,   18.10507,  2963.802,  -235.296, 0.0000,  97.8849,
 2018-Jan-03 07:00,*, ,   121.67927,   18.04707,  2915.453,  -192.148, 0.0000,  97.6930,
 2018-Jan-03 08:00,*, ,   122.51905,   18.00035,  2827.520,  -154.206, 0.0000,  97.4984,
 2018-Jan-03 09:00,*, ,   123.32770,   17.96308,  2704.638,  -124.137, 0.0000,  97.3046,
 2018-Jan-03 10:00,N, ,   124.09600,   17.93273,  2553.501,  -104.260, 0.0000,  97.1147,
 2018-Jan-03 11:00, ,m,   124.81693,   17.90618,  2382.639,  -96.4093, 0.0000,  96.9314,
 2018-Jan-03 12:00, ,m,   125.48621,   17.87992,  2202.080,  -101.787, 0.0000,  96.7570,
 2018-Jan-03 13:00, ,m,   126.10261,   17.85018,  2022.850,  -120.819, 0.0000,  96.5926,
 2018-Jan-03 14:00, ,m,   126.66819,   17.81323,  1856.335,  -153.035, 0.0000,  96.4384,
 2018-Jan-03 15:00, ,m,   127.18828,   17.76558,  1713.487,  -197.013, 0.0000,  96.2935,
 2018-Jan-03 16:00, ,m,   127.67121,   17.70429,  1603.977,  -250.410, 0.0000,  96.1557,
 2018-Jan-03 17:00, ,m,   128.12786,   17.62717,  1535.349,  -310.092, 0.0000,  96.0221,
 2018-Jan-03 18:00, ,m,   128.57089,   17.53300,  1512.321,  -372.382, 0.0000,  95.8888,
 2018-Jan-03 19:00, ,m,   129.01385,   17.42161,  1536.317,  -433.375, 0.0000,  95.7515,
 2018-Jan-03 20:00, ,m,   129.47015,   17.29391,  1605.326,  -489.305, 0.0000,  95.6060,
 2018-Jan-03 21:00, ,m,   129.95216,   17.15180,  1714.103,  -536.881, 0.0000,  95.4479,
 2018-Jan-03 22:00,A,m,   130.47024,   16.99798,  1854.680,  -573.566, 0.0000,  95.2736,
 2018-Jan-03 23:00,N,m,   131.03215,   16.83574,  2017.107,  -597.739, 0.0000,  95.0800,
 2018-Jan-04 00:00,*,m,   131.64252,   16.66866,  2190.299,  -608.754, 0.0000,  94.8650,
 2018-Jan-04 01:00,*,m,   132.30274,   16.50037,  2362.889,  -606.890, 0.0000,  94.6274,
